************************Header***************************

************************Result***************************
Directory:     ['\\\\130.60.131.134\\studi\\Filme\\frueher_Film', '\\\\130.60.131.134\\studi\\Filme\\mittlere_Filme', '\\\\130.60.131.134\\studi\\Filme\\spaete_Filme']
Total Folders: 470


*******************File Information**********************
n-Correct      n-Multiple     n-Incorrect    n-Not-Started  n-Total        
166            54             62             188            470            


************************Details***************************
Legend
PR: Pre-Naming Nomeclature
MS: Missing Segmentation
AL: Everything OK


         Status       n-Movies         n-ELAN    n-Filemaker     n-Segment.      n-Folders     n-Indexing    n-Timestamp    n-PreNaming       n-Others               Path 
3154_1_1_TopGun_1986_DVD_SCR_031_9_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_032_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_032_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_032_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_032_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_032_5_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_033_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_033_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_033_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_033_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_034_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_034_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_034_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_034_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_034_5_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_034_6_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_034_7_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_035_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_035_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_035_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_035_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_036_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_036_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_036_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_036_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_036_5_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_036_6_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_037_10_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_037_11_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_037_12_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_037_13_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_037_14_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_037_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_037_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_037_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_037_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_037_5_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_037_6_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_037_7_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_037_8_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_037_9_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_038_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_038_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_038_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_038_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_038_5_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_038_6_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_038_7_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_038_8_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_038_9_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_039_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_039_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_039_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_039_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_039_5_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_040_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_040_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_040_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_040_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_040_5_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_041_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_041_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_041_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_041_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_041_5_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_041_6_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_041_7_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_041_8_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_041_9_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_042_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_042_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_042_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_042_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_042_5_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_043_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_043_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_043_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_043_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_043_5_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_043_6_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_043_7_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_044_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_044_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_044_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_044_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_044_5_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_044_6_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_044_7_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_045_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_045_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_045_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_045_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_046_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_047_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_047_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_047_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_047_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_047_5_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_047_6_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_048_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_048_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_048_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_048_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_048_5_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_048_6_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_048_7_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_049_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_049_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_049_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_049_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_049_5_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_049_6_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_049_7_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_049_8_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_050_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_050_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_050_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_051_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_051_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_051_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_051_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_052_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_052_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_052_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_052_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_052_5_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_052_6_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_052_7_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_052_8_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_052_9_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_053_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_053_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_053_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_053_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_053_5_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_053_6_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_10_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_11_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_12_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_13_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_14_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_15_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_16_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_17_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_18_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_19_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_20_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_21_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_22_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_23_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_24_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_25_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_26_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_5_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_6_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_7_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_8_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_054_9_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_055_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_055_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_055_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_055_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_055_5_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_055_6_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_055_8_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_056_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_056_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_056_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_057_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_057_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_057_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_057_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_058_10_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_058_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_058_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_058_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_058_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_058_5_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_058_6_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_058_7_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_058_8_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_058_9_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_059_10_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_059_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_059_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_059_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_059_4_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_059_5_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_059_6_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_059_8_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_059_9_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_060_1_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_060_2_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_060_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_39_3_BL.jpg
3154_1_1_TopGun_1986_DVD_SCR_55_7_BL.jpg
315_PlayTime_1967_DVD_SCR_s002_00_00_17_BL.jpg
315_PlayTime_1967_DVD_SCR_s003_00_00_28_BL.jpg
315_PlayTime_1967_DVD_SCR_s003_00_01_28_BL.jpg
315_PlayTime_1967_DVD_SCR_s004_00_02_08_BL.jpg
315_PlayTime_1967_DVD_SCR_s004_00_02_23_BL.jpg
315_PlayTime_1967_DVD_SCR_s005_00_02_27_BL.jpg
315_PlayTime_1967_DVD_SCR_s005_00_02_40_BL.jpg
315_PlayTime_1967_DVD_SCR_s006_00_02_48_BL.jpg
315_PlayTime_1967_DVD_SCR_s006_00_03_16_BL.jpg
315_PlayTime_1967_DVD_SCR_s006_00_04_20_BL.jpg
315_PlayTime_1967_DVD_SCR_s006_00_04_29_BL.jpg
315_PlayTime_1967_DVD_SCR_s006_00_04_47_BL.jpg
315_PlayTime_1967_DVD_SCR_s006_00_05_12_BL.jpg
315_PlayTime_1967_DVD_SCR_s006_00_05_25_BL.jpg
315_PlayTime_1967_DVD_SCR_s006_00_05_40_BL.jpg
315_PlayTime_1967_DVD_SCR_s006_00_06_40_BL.jpg
315_PlayTime_1967_DVD_SCR_s006_00_07_11_BL.jpg
315_PlayTime_1967_DVD_SCR_s006_00_08_18_BL.jpg
315_PlayTime_1967_DVD_SCR_s007_00_08_58_BL.jpg
315_PlayTime_1967_DVD_SCR_s007_00_09_20_BL.jpg
315_PlayTime_1967_DVD_SCR_s007_00_09_35_BL.jpg
315_PlayTime_1967_DVD_SCR_s008_00_09_46_BL.jpg
315_PlayTime_1967_DVD_SCR_s008_00_10_01_BL.jpg
315_PlayTime_1967_DVD_SCR_s008_00_10_11_BL.jpg
315_PlayTime_1967_DVD_SCR_s009_00_10_17_BL.jpg
315_PlayTime_1967_DVD_SCR_s009_00_10_23_BL.jpg
315_PlayTime_1967_DVD_SCR_s009_00_10_35_BL.jpg
315_PlayTime_1967_DVD_SCR_s009_00_10_45_BL.jpg
315_PlayTime_1967_DVD_SCR_s009_00_11_05_BL.jpg
315_PlayTime_1967_DVD_SCR_s010_00_11_12_BL.jpg
315_PlayTime_1967_DVD_SCR_s010_00_11_22_BL.jpg
315_PlayTime_1967_DVD_SCR_s011_00_11_34_BL.jpg
315_PlayTime_1967_DVD_SCR_s011_00_11_50_BL.jpg
315_PlayTime_1967_DVD_SCR_s012_00_11_55_BL.jpg
315_PlayTime_1967_DVD_SCR_s012_00_12_05_BL.jpg
315_PlayTime_1967_DVD_SCR_s013_00_12_08_BL.jpg
315_PlayTime_1967_DVD_SCR_s014_00_12_26_BL.jpg
315_PlayTime_1967_DVD_SCR_s015_00_12_46_BL.jpg
315_PlayTime_1967_DVD_SCR_s015_00_13_16_BL.jpg
315_PlayTime_1967_DVD_SCR_s016_00_14_11_BL.jpg
315_PlayTime_1967_DVD_SCR_s016_00_14_56_BL.jpg
315_PlayTime_1967_DVD_SCR_s017_00_15_31_BL.jpg
315_PlayTime_1967_DVD_SCR_s018_00_15_41_BL.jpg
315_PlayTime_1967_DVD_SCR_s018_00_16_11_BL.jpg
315_PlayTime_1967_DVD_SCR_s019_00_16_43_BL.jpg
315_PlayTime_1967_DVD_SCR_s019_00_16_56_BL.jpg
315_PlayTime_1967_DVD_SCR_s019_00_17_34_BL.jpg
315_PlayTime_1967_DVD_SCR_s019_00_17_45_BL.jpg
315_PlayTime_1967_DVD_SCR_s019_00_18_37_BL.jpg
315_PlayTime_1967_DVD_SCR_s019_00_19_19_BL.jpg
315_PlayTime_1967_DVD_SCR_s020_00_19_34_BL.jpg
315_PlayTime_1967_DVD_SCR_s020_00_19_56_BL.jpg
315_PlayTime_1967_DVD_SCR_s020_00_20_09_BL.jpg
315_PlayTime_1967_DVD_SCR_s020_00_20_30_BL.jpg
315_PlayTime_1967_DVD_SCR_s020_00_20_36_BL.jpg
315_PlayTime_1967_DVD_SCR_s020_00_20_38_BL.jpg
315_PlayTime_1967_DVD_SCR_s021_00_20_47_BL.jpg
315_PlayTime_1967_DVD_SCR_s021_00_20_56_BL.jpg
315_PlayTime_1967_DVD_SCR_s021_00_21_14_BL.jpg
315_PlayTime_1967_DVD_SCR_s021_00_21_31_BL.jpg
315_PlayTime_1967_DVD_SCR_s022_00_21_51_BL.jpg
315_PlayTime_1967_DVD_SCR_s022_00_21_59_BL.jpg
315_PlayTime_1967_DVD_SCR_s022_00_22_45_BL.jpg
315_PlayTime_1967_DVD_SCR_s022_00_22_58_BL.jpg
315_PlayTime_1967_DVD_SCR_s023_00_23_06_BL.jpg
315_PlayTime_1967_DVD_SCR_s023_00_23_22_BL.jpg
315_PlayTime_1967_DVD_SCR_s023_00_23_32_BL.jpg
315_PlayTime_1967_DVD_SCR_s023_00_23_38_BL.jpg
315_PlayTime_1967_DVD_SCR_s024_00_23_46_BL.jpg
315_PlayTime_1967_DVD_SCR_s024_00_23_53_BL.jpg
315_PlayTime_1967_DVD_SCR_s024_00_24_04_BL.jpg
315_PlayTime_1967_DVD_SCR_s024_00_24_13_BL.jpg
315_PlayTime_1967_DVD_SCR_s025_00_24_19_BL.jpg
315_PlayTime_1967_DVD_SCR_s025_00_25_01_BL.jpg
315_PlayTime_1967_DVD_SCR_s025_00_25_22_BL.jpg
315_PlayTime_1967_DVD_SCR_s026_00_25_33_BL.jpg
315_PlayTime_1967_DVD_SCR_s026_00_25_46_BL.jpg
315_PlayTime_1967_DVD_SCR_s026_00_25_56_BL.jpg
315_PlayTime_1967_DVD_SCR_s026_00_26_07_BL.jpg
315_PlayTime_1967_DVD_SCR_s027_00_26_17_BL.jpg
315_PlayTime_1967_DVD_SCR_s027_00_26_23_BL.jpg
315_PlayTime_1967_DVD_SCR_s027_00_26_46_BL.jpg
315_PlayTime_1967_DVD_SCR_s027_00_26_59_BL.jpg
315_PlayTime_1967_DVD_SCR_s027_00_27_06_BL.jpg
315_PlayTime_1967_DVD_SCR_s027_00_27_33_BL.jpg
315_PlayTime_1967_DVD_SCR_s027_00_27_47_BL.jpg
315_PlayTime_1967_DVD_SCR_s028_00_28_04_BL.jpg
315_PlayTime_1967_DVD_SCR_s029_00_28_19_BL.jpg
315_PlayTime_1967_DVD_SCR_s030_00_28_43_BL.jpg
315_PlayTime_1967_DVD_SCR_s031_00_28_59_BL.jpg
315_PlayTime_1967_DVD_SCR_s031_00_29_14_BL.jpg
315_PlayTime_1967_DVD_SCR_s031_00_30_00_BL.jpg
315_PlayTime_1967_DVD_SCR_s031_00_30_09_BL.jpg
315_PlayTime_1967_DVD_SCR_s031_00_30_37_BL.jpg
315_PlayTime_1967_DVD_SCR_s031_00_30_45_BL.jpg
315_PlayTime_1967_DVD_SCR_s031_00_31_12_BL.jpg
315_PlayTime_1967_DVD_SCR_s032_00_32_59_BL.jpg
315_PlayTime_1967_DVD_SCR_s032_00_34_38_BL.jpg
315_PlayTime_1967_DVD_SCR_s032_00_35_10_BL.jpg
315_PlayTime_1967_DVD_SCR_s032_00_35_30_BL.jpg
315_PlayTime_1967_DVD_SCR_s032_00_36_40_BL.jpg
315_PlayTime_1967_DVD_SCR_s032_00_36_53_BL.jpg
315_PlayTime_1967_DVD_SCR_s032_00_37_50_BL.jpg
315_PlayTime_1967_DVD_SCR_s033_00_38_07_BL.jpg
315_PlayTime_1967_DVD_SCR_s033_00_38_36_BL.jpg
315_PlayTime_1967_DVD_SCR_s033_00_38_49_BL.jpg
315_PlayTime_1967_DVD_SCR_s034_00_38_54_BL.jpg
315_PlayTime_1967_DVD_SCR_s034_00_39_10_BL.jpg
315_PlayTime_1967_DVD_SCR_s035_00_39_27_BL.jpg
315_PlayTime_1967_DVD_SCR_s035_00_39_48_BL.jpg
315_PlayTime_1967_DVD_SCR_s035_00_40_06_BL.jpg
315_PlayTime_1967_DVD_SCR_s036_00_40_54_BL.jpg
315_PlayTime_1967_DVD_SCR_s036_00_41_01_BL.jpg
315_PlayTime_1967_DVD_SCR_s037_00_41_19_BL.jpg
315_PlayTime_1967_DVD_SCR_s037_00_41_29_BL.jpg
315_PlayTime_1967_DVD_SCR_s037_00_41_44_BL.jpg
315_PlayTime_1967_DVD_SCR_s038_00_41_49_BL.jpg
315_PlayTime_1967_DVD_SCR_s038_00_42_24_BL.jpg
315_PlayTime_1967_DVD_SCR_s038_00_42_47_BL.jpg
315_PlayTime_1967_DVD_SCR_s039_00_42_51_BL.jpg
315_PlayTime_1967_DVD_SCR_s039_00_42_59_BL.jpg
315_PlayTime_1967_DVD_SCR_s039_00_43_04_BL.jpg
315_PlayTime_1967_DVD_SCR_s040_00_43_08_BL.jpg
315_PlayTime_1967_DVD_SCR_s040_00_43_40_BL.jpg
315_PlayTime_1967_DVD_SCR_s040_00_43_45_BL.jpg
315_PlayTime_1967_DVD_SCR_s041_00_44_09_BL.jpg
315_PlayTime_1967_DVD_SCR_s041_00_44_31_BL.jpg
315_PlayTime_1967_DVD_SCR_s041_00_45_16_BL.jpg
315_PlayTime_1967_DVD_SCR_s042_00_45_26_BL.jpg
315_PlayTime_1967_DVD_SCR_s042_00_45_40_BL.jpg
315_PlayTime_1967_DVD_SCR_s042_00_45_48_BL.jpg
315_PlayTime_1967_DVD_SCR_s042_00_45_59_BL.jpg
315_PlayTime_1967_DVD_SCR_s042_00_47_04_BL.jpg
315_PlayTime_1967_DVD_SCR_s042_00_47_14_BL.jpg
315_PlayTime_1967_DVD_SCR_s042_00_47_16_BL.jpg
315_PlayTime_1967_DVD_SCR_s042_00_47_34_BL.jpg
315_PlayTime_1967_DVD_SCR_s042_00_47_36_BL.jpg
315_PlayTime_1967_DVD_SCR_s042_00_47_59_BL.jpg
315_PlayTime_1967_DVD_SCR_s042_00_48_04_BL.jpg
315_PlayTime_1967_DVD_SCR_s042_00_48_46_BL.jpg
315_PlayTime_1967_DVD_SCR_s042_00_48_47_BL.jpg
315_PlayTime_1967_DVD_SCR_s042_00_49_32_BL.jpg
315_PlayTime_1967_DVD_SCR_s042_00_49_33_BL.jpg
315_PlayTime_1967_DVD_SCR_s042_00_49_53_BL.jpg
315_PlayTime_1967_DVD_SCR_s042_00_50_28_BL.jpg
315_PlayTime_1967_DVD_SCR_s042_00_51_09_BL.jpg
315_PlayTime_1967_DVD_SCR_s042_00_51_18_BL.jpg
315_PlayTime_1967_DVD_SCR_s043_00_53_39_BL.jpg
315_PlayTime_1967_DVD_SCR_s044_00_54_02_BL.jpg
315_PlayTime_1967_DVD_SCR_s045_00_54_11_BL.jpg
315_PlayTime_1967_DVD_SCR_s045_00_54_24_BL.jpg
315_PlayTime_1967_DVD_SCR_s046_00_54_55_BL.jpg
315_PlayTime_1967_DVD_SCR_s046_00_55_02_BL.jpg
315_PlayTime_1967_DVD_SCR_s046_00_55_22_BL.jpg
315_PlayTime_1967_DVD_SCR_s046_00_55_32_BL.jpg
315_PlayTime_1967_DVD_SCR_s046_00_56_16_BL.jpg
315_PlayTime_1967_DVD_SCR_s047_00_56_23_BL.jpg
315_PlayTime_1967_DVD_SCR_s048_00_56_37_BL.jpg
315_PlayTime_1967_DVD_SCR_s048_00_56_53_BL.jpg
315_PlayTime_1967_DVD_SCR_s048_00_56_56_BL.jpg
315_PlayTime_1967_DVD_SCR_s048_00_57_38_BL.jpg
315_PlayTime_1967_DVD_SCR_s048_00_57_54_BL.jpg
315_PlayTime_1967_DVD_SCR_s048_00_58_08_BL.jpg
315_PlayTime_1967_DVD_SCR_s049a_00_58_16_BL.jpg
315_PlayTime_1967_DVD_SCR_s049a_00_58_22_BL.jpg
315_PlayTime_1967_DVD_SCR_s049a_00_58_23_BL.jpg
315_PlayTime_1967_DVD_SCR_s049a_00_58_41_BL.jpg
315_PlayTime_1967_DVD_SCR_s049a_00_59_12_BL.jpg
315_PlayTime_1967_DVD_SCR_s049a_00_59_17_BL.jpg
315_PlayTime_1967_DVD_SCR_s049a_00_59_30_BL.jpg
315_PlayTime_1967_DVD_SCR_s049a_00_59_35_BL.jpg
315_PlayTime_1967_DVD_SCR_s049a_00_59_44_BL.jpg
315_PlayTime_1967_DVD_SCR_s049b_00_58_28_BL.jpg
315_PlayTime_1967_DVD_SCR_s049b_00_58_39_BL.jpg
315_PlayTime_1967_DVD_SCR_s050_01_00_03_BL.jpg
315_PlayTime_1967_DVD_SCR_s050_01_00_21_BL.jpg
315_PlayTime_1967_DVD_SCR_s050_01_00_40_BL.jpg
315_PlayTime_1967_DVD_SCR_s050_01_00_56_BL.jpg
315_PlayTime_1967_DVD_SCR_s050_01_01_00_BL.jpg
315_PlayTime_1967_DVD_SCR_s050_01_01_06_BL.jpg
315_PlayTime_1967_DVD_SCR_s050_01_01_29_BL.jpg
315_PlayTime_1967_DVD_SCR_s050_01_01_44_BL.jpg
315_PlayTime_1967_DVD_SCR_s050_01_02_00_BL.jpg
315_PlayTime_1967_DVD_SCR_s050_01_02_17_BL.jpg
315_PlayTime_1967_DVD_SCR_s050_01_04_03_BL.jpg
315_PlayTime_1967_DVD_SCR_s050_01_04_53_BL.jpg
315_PlayTime_1967_DVD_SCR_s050_01_05_08_BL.jpg
315_PlayTime_1967_DVD_SCR_s050_01_06_08_BL.jpg
315_PlayTime_1967_DVD_SCR_s050_01_06_23_BL.jpg
315_PlayTime_1967_DVD_SCR_s050_01_07_25_BL.jpg
315_PlayTime_1967_DVD_SCR_s050_01_07_26_BL.jpg
315_PlayTime_1967_DVD_SCR_s050_01_07_28_BL.jpg
315_PlayTime_1967_DVD_SCR_s051_01_08_01_BL.jpg
315_PlayTime_1967_DVD_SCR_s051_01_08_02_BL.jpg
315_PlayTime_1967_DVD_SCR_s051_01_09_10_BL.jpg
315_PlayTime_1967_DVD_SCR_s051_01_09_16_BL.jpg
